Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
1,0.00,0.000,0,10.44,0.00,2669,0.000,0.000,0.000,
1,0.00,0.000,0,10.44,0.00,2669,0.000,0.000,0.000,
1,0.00,0.000,0,12.06,0.00,3069,0.000,0.000,0.000,
1,0.00,0.000,0,12.06,0.00,3069,0.000,0.000,0.000,
1,0.00,0.000,0,12.24,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.24,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.42,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.42,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.60,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.60,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.78,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.78,0.00,3269,0.000,0.000,0.000,
1,0.00,0.000,0,12.96,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,12.96,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.14,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.14,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.32,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.32,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.50,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.50,0.00,3469,0.000,0.000,0.000,
1,0.00,0.000,0,13.68,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,13.68,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,13.86,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,13.86,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,14.04,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,14.04,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,14.22,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,14.22,0.00,3669,0.000,0.000,0.000,
1,0.00,0.000,0,14.40,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.40,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.58,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.58,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.76,0.00,3869,0.000,0.000,0.000,
2,0.00,0.000,0,14.76,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.76,0.00,3869,0.000,0.000,0.000,
2,0.00,0.000,0,14.76,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.94,0.00,3869,0.000,0.000,0.000,
2,0.00,0.000,0,14.94,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,14.94,0.00,3869,0.000,0.000,0.000,
2,0.00,0.000,0,14.94,0.00,3869,0.000,0.000,0.000,
1,0.00,0.000,0,15.12,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.12,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.12,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.12,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.30,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.30,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.30,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.30,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
12,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
12,0.00,0.000,0,15.48,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.66,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.66,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.66,0.00,4069,0.000,0.000,0.000,
2,0.00,0.000,0,15.66,0.00,4069,0.000,0.000,0.000,
1,0.00,0.000,0,15.84,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,15.84,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,15.84,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,15.84,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.02,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.02,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.02,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.02,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.20,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.20,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.20,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.20,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.38,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.38,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.38,0.00,4269,0.000,0.000,0.000,
2,0.00,0.000,0,16.38,0.00,4269,0.000,0.000,0.000,
1,0.00,0.000,0,16.56,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.56,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,16.56,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.56,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,16.74,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.74,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,16.74,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.74,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,16.92,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.92,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,16.92,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,16.92,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,17.10,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,17.10,0.00,4469,0.000,0.000,0.000,
1,0.00,0.000,0,17.10,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,17.10,0.00,4469,0.000,0.000,0.000,
2,0.00,0.000,0,17.28,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.28,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.28,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.28,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.46,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.46,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.46,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.46,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.64,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.64,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.64,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.64,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.82,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.82,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,17.82,0.00,4669,0.000,0.000,0.000,
3,0.00,0.000,0,17.82,0.00,4669,0.000,0.000,0.000,
2,0.00,0.000,0,18.00,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.00,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.00,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.00,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.18,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.18,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.18,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.18,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.36,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.36,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.36,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.36,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.54,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.54,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.54,0.00,4869,0.000,0.000,0.000,
3,0.00,0.000,0,18.54,0.00,4869,0.000,0.000,0.000,
2,0.00,0.000,0,18.72,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,18.72,0.00,5069,0.000,0.000,0.000,
2,0.00,0.000,0,18.72,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,18.72,0.00,5069,0.000,0.000,0.000,
2,0.00,0.000,0,18.90,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,18.90,0.00,5069,0.000,0.000,0.000,
2,0.00,0.000,0,18.90,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,18.90,0.00,5069,0.000,0.000,0.000,
2,0.00,0.000,0,19.08,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,19.08,0.00,5069,0.000,0.000,0.000,
2,0.00,0.000,0,19.08,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,19.08,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,19.26,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,19.26,0.00,5069,0.000,0.000,0.000,
3,0.00,0.000,0,19.44,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.44,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.62,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.62,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.80,0.00,5269,0.000,0.000,0.000,
4,0.00,0.000,0,19.80,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.80,0.00,5269,0.000,0.000,0.000,
4,0.00,0.000,0,19.80,0.00,5269,0.000,0.000,0.000,
2,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
4,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
2,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
4,0.00,0.000,0,19.98,0.00,5269,0.000,0.000,0.000,
3,0.00,0.000,0,20.16,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.16,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.16,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.16,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.34,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.34,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.34,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.34,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.52,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.52,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.52,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.52,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.70,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.70,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.70,0.00,5469,0.000,0.000,0.000,
4,0.00,0.000,0,20.70,0.00,5469,0.000,0.000,0.000,
3,0.00,0.000,0,20.88,0.00,5669,0.000,0.000,0.000,
3,0.00,0.000,0,20.88,0.00,5669,0.000,0.000,0.000,
3,0.00,0.000,0,22.14,0.00,5869,0.000,0.000,0.000,
3,0.00,0.000,0,22.14,0.00,5869,0.000,0.000,0.000,
4,0.00,0.000,0,22.32,0.00,6069,0.000,0.000,0.000,
4,0.00,0.000,0,22.32,0.00,6069,0.000,0.000,0.000,
3,0.00,0.000,0,22.86,0.00,6069,0.000,0.000,0.000,
3,0.00,0.000,0,22.86,0.00,6069,0.000,0.000,0.000,
18,0.00,0.000,0,31.68,0.00,8669,0.000,0.000,0.000,
18,0.00,0.000,0,31.68,0.00,8669,0.000,0.000,0.000,
16,0.00,0.000,0,31.86,0.00,8669,0.000,0.000,0.000,
16,0.00,0.000,0,31.86,0.00,8669,0.000,0.000,0.000,
20,0.00,0.000,0,51.66,0.00,14068,0.000,0.000,0.000,
20,0.00,0.000,0,51.66,0.00,14068,0.000,0.000,0.000,
17,0.00,0.000,0,52.56,0.00,14468,0.000,0.000,0.000,
17,0.00,0.000,0,52.56,0.00,14468,0.000,0.000,0.000,
17,0.00,0.000,0,52.74,0.00,14468,0.000,0.000,0.000,
17,0.00,0.000,0,52.74,0.00,14468,0.000,0.000,0.000,
31,0.00,0.000,0,71.28,0.00,19667,0.000,0.000,0.000,
31,0.00,0.000,0,71.28,0.00,19667,0.000,0.000,0.000,
23,0.00,0.000,0,73.62,0.00,20267,0.000,0.000,0.000,
23,0.00,0.000,0,73.62,0.00,20267,0.000,0.000,0.000,
21,0.00,0.000,0,74.16,0.00,20467,0.000,0.000,0.000,
22,0.00,0.000,0,74.16,0.00,20467,0.000,0.000,0.000,
21,0.00,0.000,0,74.16,0.00,20467,0.000,0.000,0.000,
22,0.00,0.000,0,74.16,0.00,20467,0.000,0.000,0.000,
21,0.00,0.000,0,74.34,0.00,20467,0.000,0.000,0.000,
21,0.00,0.000,0,74.34,0.00,20467,0.000,0.000,0.000,
21,0.00,0.000,0,74.52,0.00,20467,0.000,0.000,0.000,
21,0.00,0.000,0,74.52,0.00,20467,0.000,0.000,0.000,
19,0.00,0.000,0,74.70,0.00,20467,0.000,0.000,0.000,
19,0.00,0.000,0,74.70,0.00,20467,0.000,0.000,0.000,
19,0.00,0.000,0,75.06,0.00,20667,0.000,0.000,0.000,
19,0.00,0.000,0,75.06,0.00,20667,0.000,0.000,0.000,
19,0.00,0.000,0,75.24,0.00,20667,0.000,0.000,0.000,
19,0.00,0.000,0,75.24,0.00,20667,0.000,0.000,0.000,
18,0.00,0.000,0,75.78,0.00,20866,0.000,0.000,0.000,
18,0.00,0.000,0,75.78,0.00,20866,0.000,0.000,0.000,
17,0.00,0.000,0,75.96,0.00,20866,0.000,0.000,0.000,
17,0.00,0.000,0,75.96,0.00,20866,0.000,0.000,0.000,
17,0.00,0.000,0,76.14,0.00,20866,0.000,0.000,0.000,
17,0.00,0.000,0,76.14,0.00,20866,0.000,0.000,0.000,
15,0.00,0.000,0,76.32,0.00,21066,0.000,0.000,0.000,
16,0.00,0.000,0,76.32,0.00,21066,0.000,0.000,0.000,
15,0.00,0.000,0,76.32,0.00,21066,0.000,0.000,0.000,
16,0.00,0.000,0,76.32,0.00,21066,0.000,0.000,0.000,
15,0.00,0.000,0,76.68,0.00,21066,0.000,0.000,0.000,
15,0.00,0.000,0,76.68,0.00,21066,0.000,0.000,0.000,
14,0.00,0.000,0,77.04,0.00,21267,0.000,0.000,0.000,
14,0.00,0.000,0,77.04,0.00,21267,0.000,0.000,0.000,
13,0.00,0.000,0,77.22,0.00,21267,0.000,0.000,0.000,
13,0.00,0.000,0,77.22,0.00,21267,0.000,0.000,0.000,
13,0.00,0.000,0,77.40,0.00,21267,0.000,0.000,0.000,
13,0.00,0.000,0,77.40,0.00,21267,0.000,0.000,0.000,
12,0.00,0.000,0,77.58,0.00,21267,0.000,0.000,0.000,
12,0.00,0.000,0,77.58,0.00,21267,0.000,0.000,0.000,
21,0.00,0.000,0,77.76,0.00,21466,0.000,0.000,0.000,
21,0.00,0.000,0,77.76,0.00,21466,0.000,0.000,0.000,
21,0.00,0.000,0,77.94,0.00,21466,0.000,0.000,0.000,
21,0.00,0.000,0,77.94,0.00,21466,0.000,0.000,0.000,
16,0.00,0.000,0,78.48,0.00,21666,0.000,0.000,0.000,
16,0.00,0.000,0,78.48,0.00,21666,0.000,0.000,0.000,
9,0.00,0.000,0,78.84,0.00,21666,0.000,0.000,0.000,
9,0.00,0.000,0,78.84,0.00,21666,0.000,0.000,0.000,
8,0.00,0.000,0,79.20,0.00,21866,0.000,0.000,0.000,
8,0.00,0.000,0,79.20,0.00,21866,0.000,0.000,0.000,
12,0.00,0.000,0,80.82,0.00,22266,0.000,0.000,0.000,
12,0.00,0.000,0,80.82,0.00,22266,0.000,0.000,0.000,
29,0.00,0.000,0,92.88,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,92.88,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,92.88,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,92.88,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
30,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
30,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.06,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.24,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.24,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.24,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.24,0.00,25666,0.000,0.000,0.000,
28,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
28,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
29,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
31,0.00,0.000,0,93.42,0.00,25666,0.000,0.000,0.000,
27,0.00,0.000,0,93.60,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,93.60,0.00,25866,0.000,0.000,0.000,
27,0.00,0.000,0,93.60,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,93.60,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,93.78,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,93.78,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,94.14,0.00,25866,0.000,0.000,0.000,
31,0.00,0.000,0,94.14,0.00,25866,0.000,0.000,0.000,
21,0.00,0.000,0,99.90,0.00,27466,0.000,0.000,0.000,
21,0.00,0.000,0,99.90,0.00,27466,0.000,0.000,0.000,
20,0.00,0.000,0,100.08,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.08,0.00,27666,0.000,0.000,0.000,
19,0.00,0.000,0,100.26,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.26,0.00,27666,0.000,0.000,0.000,
19,0.00,0.000,0,100.26,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.26,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.44,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.44,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.44,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.44,0.00,27666,0.000,0.000,0.000,
19,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
19,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
21,0.00,0.000,0,100.62,0.00,27666,0.000,0.000,0.000,
20,0.00,0.000,0,100.80,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,100.80,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,100.80,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,100.80,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,100.98,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,100.98,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,100.98,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,100.98,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,101.16,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,101.16,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,101.16,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,101.16,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,101.34,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,101.34,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,101.34,0.00,27865,0.000,0.000,0.000,
21,0.00,0.000,0,101.34,0.00,27865,0.000,0.000,0.000,
20,0.00,0.000,0,101.52,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.52,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,101.52,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.52,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,101.70,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.70,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,101.70,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.70,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
22,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
22,0.00,0.000,0,101.88,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
22,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
21,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
22,0.00,0.000,0,102.06,0.00,28066,0.000,0.000,0.000,
20,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
21,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
20,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
21,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.24,0.00,28266,0.000,0.000,0.000,
20,0.00,0.000,0,102.42,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.42,0.00,28266,0.000,0.000,0.000,
20,0.00,0.000,0,102.42,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.42,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.60,0.00,28266,0.000,0.000,0.000,
22,0.00,0.000,0,102.60,0.00,28266,0.000,0.000,0.000,
27,0.00,0.000,0,104.58,0.00,28865,0.000,0.000,0.000,
27,0.00,0.000,0,104.58,0.00,28865,0.000,0.000,0.000,
29,0.00,0.000,0,115.38,0.00,31864,0.000,0.000,0.000,
29,0.00,0.000,0,115.38,0.00,31864,0.000,0.000,0.000,
4,137.67,0.736,0,137.70,12.00,38063,0.485,-0.532,0.153,
5,137.67,0.744,0,137.70,11.00,38063,0.492,-0.540,0.142,
6,137.66,0.772,0,137.70,10.00,38063,0.512,-0.562,0.134,
7,137.65,0.792,0,137.70,9.00,38063,0.527,-0.578,0.124,
4,137.85,0.728,0,137.88,12.00,38063,0.478,-0.528,0.151,
5,137.85,0.736,1,137.88,11.00,38063,0.485,-0.536,0.140,
6,137.84,0.760,0,137.88,10.00,38063,0.502,-0.555,0.132,
7,137.83,0.780,1,137.88,9.00,38063,0.517,-0.571,0.122,
8,137.83,0.816,1,137.88,8.00,38063,0.543,-0.599,0.114,
9,137.82,0.840,1,137.88,7.00,38063,0.560,-0.618,0.102,
10,137.82,0.860,0,137.88,6.00,38063,0.574,-0.634,0.090,
6,137.84,0.760,0,137.88,10.00,38063,0.502,-0.555,0.132,
4,138.03,0.720,0,138.06,12.00,38063,0.471,-0.524,0.150,
5,138.03,0.720,1,138.06,11.00,38063,0.473,-0.525,0.137,
6,138.02,0.744,1,138.06,10.00,38063,0.490,-0.545,0.129,
7,138.01,0.776,1,138.06,9.00,38063,0.513,-0.570,0.121,
8,138.01,0.804,1,138.06,8.00,38063,0.533,-0.592,0.112,
9,138.00,0.820,1,138.06,7.00,38063,0.545,-0.605,0.100,
10,138.00,0.868,1,138.06,6.00,38063,0.578,-0.641,0.091,
11,138.00,0.896,0,138.06,5.00,38063,0.597,-0.663,0.078,
5,138.03,0.720,1,138.06,11.00,38063,0.473,-0.525,0.137,
6,138.02,0.744,1,138.06,10.00,38063,0.490,-0.545,0.129,
7,138.01,0.776,1,138.06,9.00,38063,0.513,-0.570,0.121,
4,138.21,0.732,0,138.24,12.00,38263,0.477,-0.534,0.152,
5,138.21,0.720,1,138.24,11.00,38263,0.471,-0.527,0.137,
6,138.20,0.736,1,138.24,10.00,38263,0.483,-0.540,0.128,
7,138.19,0.764,1,138.24,9.00,38263,0.503,-0.562,0.120,
8,138.19,0.804,1,138.24,8.00,38263,0.531,-0.593,0.112,
9,138.18,0.824,1,138.24,7.00,38263,0.545,-0.610,0.100,
10,138.18,0.848,1,138.24,6.00,38263,0.562,-0.628,0.089,
11,138.18,0.864,0,138.24,5.00,38263,0.574,-0.641,0.075,
6,138.20,0.736,1,138.24,10.00,38263,0.483,-0.540,0.128,
7,138.19,0.764,1,138.24,9.00,38263,0.503,-0.562,0.120,
8,138.19,0.804,1,138.24,8.00,38263,0.531,-0.593,0.112,
10,138.18,0.848,1,138.24,6.00,38263,0.562,-0.628,0.089,
4,138.39,0.740,0,138.42,12.00,38263,0.481,-0.541,0.154,
5,138.39,0.720,1,138.42,11.00,38263,0.469,-0.528,0.137,
6,138.38,0.728,1,138.42,10.00,38263,0.476,-0.536,0.126,
7,138.37,0.752,1,138.42,9.00,38263,0.493,-0.555,0.118,
8,138.37,0.788,1,138.42,8.00,38263,0.518,-0.583,0.110,
9,138.36,0.800,1,138.42,7.00,38263,0.528,-0.593,0.097,
10,138.36,0.836,1,138.42,6.00,38263,0.553,-0.621,0.087,
11,138.36,0.872,0,138.42,5.00,38263,0.577,-0.649,0.076,
5,138.39,0.720,1,138.42,11.00,38263,0.469,-0.528,0.137,
6,138.38,0.728,1,138.42,10.00,38263,0.476,-0.536,0.126,
7,138.37,0.752,1,138.42,9.00,38263,0.493,-0.555,0.118,
8,138.37,0.788,1,138.42,8.00,38263,0.518,-0.583,0.110,
9,138.36,0.800,1,138.42,7.00,38263,0.528,-0.593,0.097,
10,138.36,0.836,1,138.42,6.00,38263,0.553,-0.621,0.087,
5,138.57,0.712,1,138.60,11.00,38263,0.463,-0.524,0.136,
6,138.56,0.732,1,138.60,10.00,38263,0.477,-0.540,0.127,
7,138.55,0.760,1,138.60,9.00,38263,0.497,-0.563,0.119,
8,138.55,0.776,1,138.60,8.00,38263,0.509,-0.576,0.108,
