Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
14,0.00,0.000,0,9.54,0.00,2511,0.000,0.000,0.000,
13,0.00,0.000,0,9.72,0.00,2511,0.000,0.000,0.000,
14,0.00,0.000,0,9.72,0.00,2511,0.000,0.000,0.000,
13,0.00,0.000,0,9.72,0.00,2511,0.000,0.000,0.000,
14,0.00,0.000,0,9.72,0.00,2511,0.000,0.000,0.000,
13,0.00,0.000,0,9.90,0.00,2511,0.000,0.000,0.000,
14,0.00,0.000,0,9.90,0.00,2511,0.000,0.000,0.000,
13,0.00,0.000,0,9.90,0.00,2511,0.000,0.000,0.000,
14,0.00,0.000,0,9.90,0.00,2511,0.000,0.000,0.000,
13,0.00,0.000,0,10.08,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.08,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.08,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.08,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.26,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.26,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.26,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.26,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.44,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.44,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.44,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.44,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.62,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.62,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.62,0.00,2711,0.000,0.000,0.000,
14,0.00,0.000,0,10.62,0.00,2711,0.000,0.000,0.000,
13,0.00,0.000,0,10.80,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,10.80,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,10.80,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,10.80,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,10.98,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,10.98,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,10.98,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,10.98,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,11.16,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,11.16,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,11.16,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,11.16,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,11.34,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,11.34,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,11.34,0.00,2911,0.000,0.000,0.000,
14,0.00,0.000,0,11.34,0.00,2911,0.000,0.000,0.000,
13,0.00,0.000,0,11.52,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.52,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,11.52,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.52,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,11.70,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.70,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,11.70,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.70,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,11.88,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.88,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,11.88,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,11.88,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,12.06,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,12.06,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,12.06,0.00,3111,0.000,0.000,0.000,
14,0.00,0.000,0,12.06,0.00,3111,0.000,0.000,0.000,
13,0.00,0.000,0,12.24,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.24,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.24,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.24,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.42,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.42,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.42,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.42,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.60,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.60,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.60,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.60,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.78,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.78,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.78,0.00,3311,0.000,0.000,0.000,
14,0.00,0.000,0,12.78,0.00,3311,0.000,0.000,0.000,
13,0.00,0.000,0,12.96,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,12.96,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,12.96,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,12.96,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.14,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.14,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.14,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.14,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.32,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.32,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.32,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.32,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.50,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.50,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.50,0.00,3511,0.000,0.000,0.000,
14,0.00,0.000,0,13.50,0.00,3511,0.000,0.000,0.000,
13,0.00,0.000,0,13.68,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,13.68,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,13.68,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,13.68,0.00,3711,0.000,0.000,0.000,
1,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
2,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
1,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
2,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,13.86,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,14.04,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,14.04,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,14.04,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,14.04,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,14.22,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,14.22,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,14.22,0.00,3711,0.000,0.000,0.000,
14,0.00,0.000,0,14.22,0.00,3711,0.000,0.000,0.000,
13,0.00,0.000,0,14.40,0.00,3911,0.000,0.000,0.000,
14,0.00,0.000,0,14.40,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.40,0.00,3911,0.000,0.000,0.000,
14,0.00,0.000,0,14.40,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.58,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.58,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.76,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.76,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.94,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,14.94,0.00,3911,0.000,0.000,0.000,
13,0.00,0.000,0,15.12,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.12,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.30,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.30,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.48,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.48,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.66,0.00,4111,0.000,0.000,0.000,
13,0.00,0.000,0,15.66,0.00,4111,0.000,0.000,0.000,
31,0.00,0.000,0,20.16,0.00,5511,0.000,0.000,0.000,
31,0.00,0.000,0,20.16,0.00,5511,0.000,0.000,0.000,
16,0.00,0.000,0,24.66,0.00,6712,0.000,0.000,0.000,
16,0.00,0.000,0,24.66,0.00,6712,0.000,0.000,0.000,
25,0.00,0.000,0,26.46,0.00,7112,0.000,0.000,0.000,
25,0.00,0.000,0,26.46,0.00,7112,0.000,0.000,0.000,
26,0.00,0.000,0,26.82,0.00,7312,0.000,0.000,0.000,
26,0.00,0.000,0,26.82,0.00,7312,0.000,0.000,0.000,
25,0.00,0.000,0,27.18,0.00,7312,0.000,0.000,0.000,
25,0.00,0.000,0,27.18,0.00,7312,0.000,0.000,0.000,
25,0.00,0.000,0,27.36,0.00,7512,0.000,0.000,0.000,
25,0.00,0.000,0,27.36,0.00,7512,0.000,0.000,0.000,
25,0.00,0.000,0,27.72,0.00,7512,0.000,0.000,0.000,
25,0.00,0.000,0,27.72,0.00,7512,0.000,0.000,0.000,
25,0.00,0.000,0,27.90,0.00,7512,0.000,0.000,0.000,
25,0.00,0.000,0,27.90,0.00,7512,0.000,0.000,0.000,
26,0.00,0.000,0,30.78,0.00,8312,0.000,0.000,0.000,
26,0.00,0.000,0,30.78,0.00,8312,0.000,0.000,0.000,
21,0.00,0.000,0,43.38,0.00,11912,0.000,0.000,0.000,
21,0.00,0.000,0,43.38,0.00,11912,0.000,0.000,0.000,
21,0.00,0.000,0,43.56,0.00,11912,0.000,0.000,0.000,
21,0.00,0.000,0,43.56,0.00,11912,0.000,0.000,0.000,
15,0.00,0.000,0,48.60,0.00,13313,0.000,0.000,0.000,
17,0.00,0.000,0,48.60,0.00,13313,0.000,0.000,0.000,
15,0.00,0.000,0,48.60,0.00,13313,0.000,0.000,0.000,
17,0.00,0.000,0,48.60,0.00,13313,0.000,0.000,0.000,
15,0.00,0.000,0,48.78,0.00,13313,0.000,0.000,0.000,
16,0.00,0.000,0,48.78,0.00,13313,0.000,0.000,0.000,
15,0.00,0.000,0,48.78,0.00,13313,0.000,0.000,0.000,
16,0.00,0.000,0,48.78,0.00,13313,0.000,0.000,0.000,
13,0.00,0.000,0,48.96,0.00,13513,0.000,0.000,0.000,
14,0.00,0.000,0,48.96,0.00,13513,0.000,0.000,0.000,
13,0.00,0.000,0,48.96,0.00,13513,0.000,0.000,0.000,
14,0.00,0.000,0,48.96,0.00,13513,0.000,0.000,0.000,
3,0.00,0.000,0,69.66,0.00,19113,0.000,0.000,0.000,
21,0.00,0.000,0,69.66,0.00,19113,0.000,0.000,0.000,
3,0.00,0.000,0,69.66,0.00,19113,0.000,0.000,0.000,
21,0.00,0.000,0,69.66,0.00,19113,0.000,0.000,0.000,
12,0.00,0.000,0,71.82,0.00,19713,0.000,0.000,0.000,
12,0.00,0.000,0,71.82,0.00,19713,0.000,0.000,0.000,
8,0.00,0.000,0,90.72,0.00,25114,0.000,0.000,0.000,
8,0.00,0.000,0,90.72,0.00,25114,0.000,0.000,0.000,
10,0.00,0.000,0,90.90,0.00,25114,0.000,0.000,0.000,
10,0.00,0.000,0,90.90,0.00,25114,0.000,0.000,0.000,
9,0.00,0.000,0,91.26,0.00,25114,0.000,0.000,0.000,
11,0.00,0.000,0,91.26,0.00,25114,0.000,0.000,0.000,
9,0.00,0.000,0,91.26,0.00,25114,0.000,0.000,0.000,
11,0.00,0.000,0,91.26,0.00,25114,0.000,0.000,0.000,
9,0.00,0.000,0,91.44,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.44,0.00,25314,0.000,0.000,0.000,
9,0.00,0.000,0,91.44,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.44,0.00,25314,0.000,0.000,0.000,
9,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
10,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
9,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
10,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.62,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.80,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.80,0.00,25314,0.000,0.000,0.000,
11,0.00,0.000,0,91.80,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.80,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.98,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,91.98,0.00,25314,0.000,0.000,0.000,
13,0.00,0.000,0,92.16,0.00,25514,0.000,0.000,0.000,
13,0.00,0.000,0,92.16,0.00,25514,0.000,0.000,0.000,
13,0.00,0.000,0,92.34,0.00,25514,0.000,0.000,0.000,
13,0.00,0.000,0,92.34,0.00,25514,0.000,0.000,0.000,
12,0.00,0.000,0,92.70,0.00,25514,0.000,0.000,0.000,
12,0.00,0.000,0,92.70,0.00,25514,0.000,0.000,0.000,
1,0.00,0.000,0,95.94,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,95.94,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,96.12,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,96.12,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,96.30,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,96.30,0.00,26514,0.000,0.000,0.000,
1,0.00,0.000,0,96.48,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,96.48,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,96.66,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,96.66,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,96.84,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,96.84,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,97.02,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,97.02,0.00,26714,0.000,0.000,0.000,
1,0.00,0.000,0,97.20,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.20,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.38,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.38,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.56,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.56,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.74,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.74,0.00,26914,0.000,0.000,0.000,
1,0.00,0.000,0,97.92,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,97.92,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.10,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.10,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.10,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.10,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.28,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.28,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.28,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.28,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.46,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.46,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.46,0.00,27113,0.000,0.000,0.000,
2,0.00,0.000,0,98.46,0.00,27113,0.000,0.000,0.000,
1,0.00,0.000,0,98.64,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,98.64,0.00,27314,0.000,0.000,0.000,
1,0.00,0.000,0,98.64,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,98.64,0.00,27314,0.000,0.000,0.000,
1,0.00,0.000,0,98.82,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,98.82,0.00,27314,0.000,0.000,0.000,
1,0.00,0.000,0,98.82,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,98.82,0.00,27314,0.000,0.000,0.000,
1,0.00,0.000,0,99.00,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,99.00,0.00,27314,0.000,0.000,0.000,
1,0.00,0.000,0,99.00,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,99.00,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,99.18,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,99.18,0.00,27314,0.000,0.000,0.000,
2,0.00,0.000,0,99.36,0.00,27514,0.000,0.000,0.000,
2,0.00,0.000,0,99.36,0.00,27514,0.000,0.000,0.000,
29,0.00,0.000,0,101.16,0.00,27914,0.000,0.000,0.000,
29,0.00,0.000,0,101.16,0.00,27914,0.000,0.000,0.000,
30,0.00,0.000,0,101.34,0.00,27914,0.000,0.000,0.000,
30,0.00,0.000,0,101.34,0.00,27914,0.000,0.000,0.000,
32,130.50,1.012,0,130.68,-16.00,36113,0.740,-0.632,-0.279,
32,130.68,0.992,0,130.86,-16.00,36113,0.723,-0.621,-0.273,
32,130.86,0.984,0,131.04,-16.00,36313,0.715,-0.619,-0.271,
32,130.86,0.984,0,131.04,-16.00,36313,0.715,-0.619,-0.271,
32,131.04,0.992,2,131.22,-16.00,36313,0.719,-0.626,-0.273,
32,131.04,0.992,2,131.22,-16.00,36313,0.719,-0.626,-0.273,
32,131.22,0.976,1,131.40,-16.00,36313,0.706,-0.618,-0.269,
32,131.22,0.976,1,131.40,-16.00,36313,0.706,-0.618,-0.269,
32,131.40,0.996,2,131.58,-16.00,36313,0.718,-0.633,-0.275,
32,131.40,0.996,2,131.58,-16.00,36313,0.718,-0.633,-0.275,
32,131.58,0.996,4,131.76,-16.00,36513,0.716,-0.635,-0.275,
32,131.58,0.996,4,131.76,-16.00,36513,0.716,-0.635,-0.275,
32,131.76,0.996,3,131.94,-16.00,36513,0.714,-0.638,-0.275,
32,131.76,0.996,3,131.94,-16.00,36513,0.714,-0.638,-0.275,
32,131.94,0.996,3,132.12,-16.00,36513,0.712,-0.640,-0.275,
32,131.94,0.996,3,132.12,-16.00,36513,0.712,-0.640,-0.275,
32,132.12,0.996,3,132.30,-16.00,36513,0.710,-0.642,-0.275,
32,132.12,0.996,3,132.30,-16.00,36513,0.710,-0.642,-0.275,
32,132.30,1.000,3,132.48,-16.00,36713,0.711,-0.647,-0.276,
32,132.30,1.000,3,132.48,-16.00,36713,0.711,-0.647,-0.276,
32,132.48,1.000,3,132.66,-16.00,36713,0.709,-0.649,-0.276,
32,132.48,1.000,3,132.66,-16.00,36713,0.709,-0.649,-0.276,
32,132.66,1.000,3,132.84,-16.00,36713,0.707,-0.651,-0.276,
32,132.66,1.000,3,132.84,-16.00,36713,0.707,-0.651,-0.276,
32,132.84,0.996,3,133.02,-16.00,36713,0.702,-0.651,-0.275,
32,132.84,0.996,3,133.02,-16.00,36713,0.702,-0.651,-0.275,
32,133.02,1.000,3,133.20,-16.00,36913,0.703,-0.656,-0.276,
32,133.02,1.000,3,133.20,-16.00,36913,0.703,-0.656,-0.276,
32,133.20,1.004,3,133.38,-16.00,36913,0.704,-0.661,-0.277,
32,133.20,1.004,3,133.38,-16.00,36913,0.704,-0.661,-0.277,
32,133.38,1.016,3,133.56,-16.00,36913,0.710,-0.671,-0.280,
32,133.38,1.016,3,133.56,-16.00,36913,0.710,-0.671,-0.280,
32,133.56,1.004,3,133.74,-16.00,36913,0.699,-0.665,-0.277,
32,133.56,1.004,3,133.74,-16.00,36913,0.699,-0.665,-0.277,
32,133.74,0.988,3,133.92,-16.00,37113,0.686,-0.657,-0.272,
32,133.74,0.988,3,133.92,-16.00,37113,0.686,-0.657,-0.272,
32,133.92,0.996,3,134.10,-16.00,37113,0.690,-0.664,-0.275,
32,133.92,0.996,3,134.10,-16.00,37113,0.690,-0.664,-0.275,
32,134.10,1.000,3,134.28,-16.00,37113,0.690,-0.669,-0.276,
32,134.10,1.000,3,134.28,-16.00,37113,0.690,-0.669,-0.276,
31,134.28,1.052,3,134.46,-15.00,37113,0.728,-0.709,-0.272,
32,134.28,1.004,3,134.46,-16.00,37113,0.691,-0.674,-0.277,
31,134.28,1.052,3,134.46,-15.00,37113,0.728,-0.709,-0.272,
32,134.28,1.004,3,134.46,-16.00,37113,0.691,-0.674,-0.277,
32,134.46,1.000,3,134.64,-16.00,37313,0.686,-0.673,-0.276,
32,134.46,1.000,3,134.64,-16.00,37313,0.686,-0.673,-0.276,
31,134.64,1.056,3,134.82,-15.00,37313,0.726,-0.717,-0.273,
32,134.64,1.004,3,134.82,-16.00,37313,0.687,-0.678,-0.277,
31,134.64,1.056,3,134.82,-15.00,37313,0.726,-0.717,-0.273,
32,134.64,1.004,3,134.82,-16.00,37313,0.687,-0.678,-0.277,
31,134.82,1.052,3,135.00,-15.00,37313,0.721,-0.716,-0.272,
32,134.82,1.000,3,135.00,-16.00,37313,0.682,-0.677,-0.276,
31,134.82,1.052,3,135.00,-15.00,37313,0.721,-0.716,-0.272,
32,134.82,1.000,3,135.00,-16.00,37313,0.682,-0.677,-0.276,
31,135.00,1.056,3,135.18,-15.00,37313,0.721,-0.721,-0.273,
32,135.00,1.004,3,135.18,-16.00,37313,0.683,-0.682,-0.277,
31,135.00,1.056,3,135.18,-15.00,37313,0.721,-0.721,-0.273,
